类别,文件,ID,英文,中文
扩展包1,1ships.xml,Wasp_Full,"Wasp","黄蜂"
扩展包1,1ships.xml,ZenithBeamFrigateII_Short,"Z Beam Frigate II","Z光束护卫舰II"
扩展包1,1ships.xml,ZenithReserveShipsI_Desc,"Destroy to capture a large cache of Mark I Zenith vessels for your own use (at some AI Progress cost).
Given the large number of ships that come online at once, be sure to have between 400k 
and 1 million energy available to support them.","摧毁以获得大批天顶I型部队为您所用(需要以一些人工智能进度为代价).
获得的所有部队将即刻有效,请确保拥有400,000到1,000,000的能量以满足它们的需求."
扩展包1,1ships.xml,RegeneratorGolemBroken_Short,"Broken Regen Golem","残旧的再生魔舰"
扩展包1,1ships.xml,DevourerGolem_Full,"Devourer Golem","吞噬魔舰"
扩展包1,1ships.xml,ZenithBeamFrigateIII_Short,"Z Beam Frigate III","Z光束护卫舰III"
扩展包1,1ships.xml,ZenithBombardment_Full,"Zenith Bombardment Ship","天顶轰击船"
扩展包1,1ships.xml,MicroParasite_Desc,"Reclaims enemy ships it kills (reclaimed ships have health = half damage inflicted by reclamator).
Very weak alone, but becomes significantly stronger when many are at the same planet.","能够操控它摧毁的战舰(被操控的战舰机能为迷你寄生虫造成的伤害的一半).
集群作战时将相当可怕."
扩展包1,1ships.xml,CoreZenithChameleon_Short,"C:Z Chameleon","核:Z变色龙"
扩展包1,1ships.xml,ZenithAutoBombII_Full,"Zenith AutoBomb Mark II","天顶自爆炸弹II型"
扩展包1,1ships.xml,BoosterTrain_Full,"Astro Speed Booster Train","星际速度助推列车"
扩展包1,1ships.xml,AcidSprayer_Desc,"Fires an acid shot at close range. Excellent at dissolving organic components found in all Zenith ships.","攻击范围近,发射酸性炮弹.善于对付天顶部队的生物组织."
扩展包1,1ships.xml,RegeneratorGolemBroken_Desc,"Very little in the way of weapons, but is able to use its own health to resurrect allied mobile ships that are killed on 
the current planet. Resurrected ships are teleported back to the golem at full health at no cost beyond the health of the golem.
Golems are extremely powerful ships, and thus are very concerning to the AI. Golems cause the AI to send larger waves and 
reinforcements to the planets the golems are on, and cause the AI Progress to increase as they are repaired from their broken form.
This golem is ancient and broken, and must be repaired to full health before it will become operational.
There will also need to be at least 400,000 net energy available before the golem will come online.","火力并不强大,但可以使用自身的机能来使刚刚在此星球被摧毁的友军可移动部队立刻复活.被复活的单位将在魔舰所在地满状态出现,复活部队不需要付出任何资源.魔舰是非常强大的单位,人工智能会非常注意它们,并会往魔舰所在星球发动更强的攻势和增援,当维修它们时人工智能进度将不停增加.
这艘魔舰相当残旧,当它可用之前必须完全维修它.
它还需要400,000的能量来驱动."
扩展包1,1ships.xml,ZenithMirrorIV_Short,"Z Mirror IV","Z镜IV"
扩展包1,1ships.xml,ShieldBoosterIV_Full,"Shield Booster Mark IV","护盾强化器IV型"
扩展包1,1ships.xml,RadarJammer_Desc,"Causes all ships on the planet to have extreme trouble targeting at ranges greater than 1000.","使所有部队在1000距离以外的命中率大大下降."
扩展包1,1ships.xml,ZenithElectricBomberII_Short,"Z Elec Bomber II","Z电轰炸机II"
扩展包1,1ships.xml,ZenithAutoBombIII_Full,"Zenith AutoBomb Mark III","天顶自爆炸弹III型"
扩展包1,1ships.xml,RaidEngine_Short,"Raid Engine","突击引擎"
扩展包1,1ships.xml,ZenithElectricBomberIV_Full,"Zenith Electric Bomber Mark IV","天顶电气轰炸机IV型"
扩展包1,1ships.xml,ZenithParalyzer_Short,"Z Paralyzer I","Z麻醉器I"
扩展包1,1ships.xml,DysonGatling_Desc,"These oversized, automated alien ships fire lightning-fast energy bursts at long range.
Depending on the mood of the dyson sphere when these are created, they may attack everyone, AIs only, or humans only.","这些特大号的外星部队发射范围极远,飞行速度极快的能量爆发进行攻击.
基于戴森球的设定,它们将有几种攻击模式:攻击所有单位,只攻击人工智能的单位,只攻击人类的单位.一旦被建造后攻击模式就不会再更改."
扩展包1,1ships.xml,TurretTrainII_Full,"Astro Turret Train Mark II","星际重炮列车II型"
扩展包1,1ships.xml,BoosterTrain_Short,"Ast Booster Train I","速度助推列车 I"
扩展包1,1ships.xml,AcidSprayer_Full,"Acid Sprayer","腐蚀喷射器"
扩展包1,1ships.xml,MicroParasite_Full,"MicroParasite","迷你寄生虫"
扩展包1,1ships.xml,ZenithAutoBomb_Wave,"AutoBombs","自爆炸弹"
扩展包1,1ships.xml,SentinelFrigate_Short,"Sentinel Frig I","哨兵护卫I"
扩展包1,1ships.xml,CoreSentinelFrigate_Short,"C:Sentinel Frig","核:哨兵护卫"
扩展包1,1ships.xml,EMPMineRemains_Full,"EMP Mine ( Remains)","电磁脉冲空雷(残骸)"
扩展包1,1ships.xml,ZenithAutoBomb_Desc,"Suicidal unit destroys itself when attacking in order to deal focused area damage to enemies.","自爆攻击敌人的单位,对敌人造成范围伤害."
扩展包1,1ships.xml,RegeneratorTrainIII_Full,"Astro Regenerator Train Mark III","星际再生列车III型"
扩展包1,1ships.xml,ZenithReserveShipsIV_Short,"Z Reserve IV","Z储备IV"
扩展包1,1ships.xml,ZenithElectricBomber_Short,"Z Elec Bomber I","Z电轰炸机I"
扩展包1,1ships.xml,ZenithReserveShipsV_Full,"Core Zenith Reserve Ships","核心天顶储备舰"
扩展包1,1ships.xml,ZenithViralShredderII_Short,"Z Shredder II","Z碎纸机II"
扩展包1,1ships.xml,GrenadeLauncherII_Short,"Grenade II","榴弹II"
扩展包1,1ships.xml,TurretTrainIII_Abbr,"TurIII","炮III"
扩展包1,1ships.xml,CoreZenithParalyzer_Short,"C:Z Paralyzer","核:Z麻醉器"
扩展包1,1ships.xml,AreaMineRemains_Abbr,"A","区"
扩展包1,1ships.xml,HiveGolemBroken_Full,"Broken Hive Golem","残旧的蜂巢魔舰"
扩展包1,1ships.xml,AreaMineRemains_Short,"Area Mine Remains","区域空雷残骸"
扩展包1,1ships.xml,CoreWarheadInterceptor_Short,"C:Warhead Intercept","核:拦截"
扩展包1,1ships.xml,RaidEngine_Desc,"Launches brutal waves against its own planet or any adjacent planets, if those planets are not controlled
by AI players, or if the human players have a significant fleet there.  If human players don't have warp sensors on these planets,
the waves may well arrive unannounced.  These waves arrive around every four minutes, contain a broad mix of AI ships, and use 
the tech level of the planet if that is higher than the current wave level for the controlling AI player.","对它所在的星球或相邻星球发动凶猛的攻势,如果那些星球不是人工智能控制的,或有主力舰队在上面.如果人类玩家在那些星球上没有高级星际跃迁探测器,那么攻势将不经警告直接到来.攻势每4分钟发动一次,包括各种类型的部队.如果当前星球科技等级比人工智能正常攻势部队的等级高,那么突击引擎发动的攻势部队等级将与当前星球科技等级一致."
扩展包1,1ships.xml,SpeedBooster_Desc,"Mobile ship that increases the speed of all friendly ships in the current system by a small amount.
This effect is cumulative when multiple speed boosters are present.","可移动单位,稍微增加所在星球上所有友军的移动速度.多个速度助推器的效果可以累积."
扩展包1,1ships.xml,ZenithPowerGenerator_Desc,"Advanced Zenith power generator that produces a massive amount of energy at a very tiny cost.
AI progress goes up by 20 if this is destroyed, and while your team holds it, the AIs will send 2x stronger waves against this planet.","以极小的代价产生大量能量的高级发电机.一旦被摧毁,人工智能进度将上升20点.当人类玩家拥有时敌人的攻势部队数将是通常的2倍."
扩展包1,1ships.xml,AlarmPostSpecialForces_Short,"Special Forces Alarm","特种部队警报"
扩展包1,1ships.xml,ZenithAutoBombIV_Full,"Zenith AutoBomb Ship Mark IV","天顶自爆炸弹船IV型"
扩展包1,1ships.xml,ZenithParalyzerII_Short,"Z Paralyzer II","Z麻醉器II"
扩展包1,1ships.xml,BlackWidowGolem_Short,"Black Widow Golem","黑寡妇魔舰"
扩展包1,1ships.xml,ZenithReserveShipsII_Desc,"Destroy to capture a large cache of Mark II Zenith vessels for your own use (at some AI Progress cost).
Given the large number of ships that come online at once, be sure to have between 400k 
and 1 million energy available to support them.","摧毁以获得大批天顶II型部队为您所用(需要以一些人工智能进度为代价).
获得的所有部队将即刻有效,请确保拥有400,000到1,000,000的能量以满足它们的需求."
扩展包1,1ships.xml,ZenithParalyzerIII_Short,"Z Paralyzer III","Z麻醉器III"
扩展包1,1ships.xml,ZenithChameleon_Desc,"Midrange bomber that takes on the appearance of junk, and is unassailable, when not moving.","中距离轰炸机,看起来像太空垃圾,当不动时无法摧毁."
扩展包1,1ships.xml,InterplanetaryMunitionsBooster_Short,"Inter-P Munitions","弹药助推器"
扩展包1,1ships.xml,ZenithChameleonII_Short,"Z Chameleon II","Z变色龙II"
扩展包1,1ships.xml,ZenithElectricBomberII_Full,"Zenith Electric Bomber Mark II","天顶电气轰炸机II型"
扩展包1,1ships.xml,ZenithBombardment_Wave,"Bombards","轰击船"
扩展包1,1ships.xml,ZenithViralShredder_Desc,"Melee ship that generates build points as it attacks, spawning a free copy of itself when enough are accumulated.  This replication costs a portion of the replicator's health, and will not happen below a certain percent of health.  Also, when there are more shredders of a specific level than the natural ship cap on a single planet, the build points required to replicate will increase exponentially.","近战船只,攻击时产生BP,当BP满时将产生自身的复制体.当超过部队上限时,复制所需的BP将急速上升."
扩展包1,1ships.xml,GrenadeLauncherIV_Short,"Grenade IV","榴弹IV"
扩展包1,1ships.xml,ImpulseReactionEmitterII_Full,"Impulse Reaction Emitter Mark II","脉冲反应发射器II型"
扩展包1,1ships.xml,CursedGolemBroken_Desc,"Cursed Golems continuously take passive damage, and so must constantly be repaired to survive.
Golems are extremely powerful ships, and thus are very concerning to the AI. Golems cause the AI to send larger waves and 
reinforcements to the planets the golems are on, and cause the AI Progress to increase as they are repaired from their broken form.
This golem is ancient and broken, and must be repaired to full health before it will become operational.
There will also need to be at least 200,000 net energy available before the golem will come online.","诅咒魔舰会不停地受到伤害,需要经常维修以保持生存.魔舰是非常强大的单位,人工智能会非常注意它们,并会往魔舰所在星球发动更强的攻势和增援,当维修它们时人工智能进度将不停增加.
这艘魔舰相当残旧,当它可用之前必须完全维修它.
它还需要200,000的能量来驱动."
扩展包1,1ships.xml,ZenithPolarizerIV_Short,"Z Polarizer IV","Z偏振器IV"
扩展包1,1ships.xml,BotnetGolem_Short,"Botnet Golem","僵尸网络魔舰"
扩展包1,1ships.xml,ArmoredGolem_Short,"Armored Golem","装甲魔舰"
扩展包1,1ships.xml,BotnetGolemBroken_Desc,"Reclaims enemy ships it kills (reclaimed ships have health = full damage inflicted by reclamator).
Reclaimed ships come back as Zombie Bots, which cannot be controlled but which will attack enemy ships 
mercilessly until they die.  Zombie bots will travel to enemy planets if no enemies present.  This golem damages itself
with zombie-creating shots, and cannot attack ships that are immobile, have no attack, or are immune to reclamation.
Golems are extremely powerful ships, and thus are very concerning to the AI. Golems cause the AI to send larger waves and 
reinforcements to the planets the golems are on, and cause the AI Progress to increase as they are repaired from their broken form.
This golem is ancient and broken, and must be repaired to full health before it will become operational.
There will also need to be at least 300,000 net energy available before the golem will come online.","能够操控它摧毁的战舰(被操控的战舰机能为僵尸网络魔舰造成的伤害).
被操控的战舰将成为僵尸部队,无法控制,但会无畏地进攻敌人,直至死亡为止.如果当前星球上没有敌人了,僵尸部队将前往敌人的其他星球.
僵尸网络魔舰在制造僵尸部队的同时会伤害自己,且不能攻击无法移动的单位,无法进行攻击的单位和对操控免疫的单位.魔舰是非常强大的单位,人工智能会非常注意它们,并会往魔舰所在星球发动更强的攻势和增援,当维修它们时人工智能进度将不停增加.
这艘魔舰相当残旧,当它可用之前必须完全维修它.
它还需要300,000的能量来驱动."
扩展包1,1ships.xml,MiningGolem_Short,"Mining Golem","爆破魔舰"
扩展包1,1ships.xml,BoosterTrainIII_Abbr,"BooIII","速III"
扩展包1,1ships.xml,AcidSprayerIII_Full,"Acid Sprayer Mark III","腐蚀喷射器III型"
扩展包1,1ships.xml,ZenithReserveShipsI_Full,"Zenith Reserve Ships","天顶储备舰"
扩展包1,1ships.xml,ZenithPolarizer_Desc,"Fires straight through shields, and does higher damage to ships with more shielding.","攻击无视护盾,并能对高护盾目标造成更高伤害."
扩展包1,1ships.xml,BoosterTrainIII_Full,"Astro Speed Booster Train Mark III","星际速度助推列车III型"
扩展包1,1ships.xml,AISuperTerminal_Desc,"When humans capture the planet on which this resides, they gain direct access to the core
network of the AI, where they can greatly damage the AI's processing capabilities. 
Every 15 seconds, this decreases AI Progress by one, but as a side effect, this increases AI Progress Floor by 0.2
At each reduction the terminal will spawn AI ships proportional to the total AI progress reduction.
For AI progress details, move the mouse cursor over the AI progress display at the top of the screen.","当人类玩家占领了终端机所在星球,他们就能直接连接到人工智能的核心网络来破坏它们的处理能力.
每15秒,终端机降低1点人工智能进度,但会增加0.2点人工智能进度基数.
每降低1次终端机产生与降低进度数成正比的人工智能部队."
扩展包1,1ships.xml,ZenithAutoBombII_Short,"AutoBomb II","Z自爆炸弹II"
扩展包1,1ships.xml,AcidSprayer_Short,"Acid Sprayer I","腐蚀喷射器I"
扩展包1,1ships.xml,TurretTrain_Short,"Ast Turret Train I","重炮列车I"
扩展包1,1ships.xml,ZenithMirrorII_Full,"Zenith Mirror Mark II","天顶镜II型"
扩展包1,1ships.xml,SpeedBooster_Short,"Exp:Speed Boost","试:速度助推"
扩展包1,1ships.xml,ShieldBooster_Full,"Shield Booster","护盾强化器"
扩展包1,1ships.xml,CloakerStarshipIII_Wave,"Starships","星舰"
扩展包1,1ships.xml,AcidSprayerII_Full,"Acid Sprayer Mark II","腐蚀喷射器II型"
扩展包1,1ships.xml,ImpulseReactionEmitter_Desc,"Attacks with ammo that reacts with enemy energy sources, doing much higher damage to ships with higher energy use.","攻击影响敌人部队能源,会对消耗能量多的单位造成更大伤害."
扩展包1,1ships.xml,ZenithBeamFrigate_Desc,"Fires powerful high-range beam weapons that strike all enemy ships in a line.","发射远距离的光束同时突击一条线上的敌人."
扩展包1,1ships.xml,MicroParasite_Short,"Exp:MicroParasite","试:迷你寄生虫"
扩展包1,1ships.xml,PlanetaryShieldInhibitor_Desc,"Disables the shields of all enemy ships on the current planet, making them much easier to hit.
Also disables enemy force fields.","能使当前星球敌军的护盾完全无效化.也会使力场无效化."
扩展包1,1ships.xml,BlackWidowGolemBroken_Short,"Broken Black Widow Golem","残旧的黑寡妇魔舰"
扩展包1,1ships.xml,ZenithTradeShip_Full,"Zenith Trade Ship","天顶贸易船"
扩展包1,1ships.xml,ZenithPolarizerII_Full,"Zenith Polarizer Mark II","天顶偏振器II型"
扩展包1,1ships.xml,ZenithReserveShipsV_Short,"C:Z Reserve","核:Z储备"
扩展包1,1ships.xml,SentinelFrigate_Wave,"Sentinel Frigates","哨兵护卫舰"
扩展包1,1ships.xml,ZenithViralShredder_Full,"Zenith Viral Shredder","天顶病毒碎纸机"
扩展包1,1ships.xml,TurretTrainIII_Full,"Astro Turret Train Mark III","星际重炮列车III型"
扩展包1,1ships.xml,ZenithParalyzerII_Full,"Zenith Paralyzer Mark II","天顶麻醉器II型"
扩展包1,1ships.xml,ZenithElectricBomber_Desc,"Expensive bomber that delivers a tremendous payload, but loses attack power due to interference 
when too many are on the same planet. Most efficient in groups of 8 or less.","昂贵的轰炸机,极端强大,但一个星球上数量太多的话火力会急剧下降.最好保证每个星球上只有至多8艘."
扩展包1,1ships.xml,ZenithBombardment_Short,"Bombard I","Z轰击"
扩展包1,1ships.xml,ZenithBeamFrigateII_Full,"Zenith Beam Frigate Mark II","天顶光束护卫舰II型"
扩展包1,1ships.xml,AcidSprayerIV_Short,"Acid Sprayer IV","腐蚀喷射器IV"
扩展包1,1ships.xml,ExperimentalEngineer_Short,"Exp:Engineer","试:工程师"
扩展包1,1ships.xml,BlackWidowGolemBroken_Full,"Broken Black Widow Golem","残旧的黑寡妇魔舰"
扩展包1,1ships.xml,EMPMine_Short,"EMP Mine","电磁脉冲空雷"
扩展包1,1ships.xml,CoreZenithMirror_Short,"C:Z Mirror","核:Z镜"
扩展包1,1ships.xml,ZenithViralShredderIII_Short,"Z Shredder III","Z碎纸机III"
扩展包1,1ships.xml,RegeneratorGolem_Full,"Regenerator Golem","再生魔舰"
扩展包1,1ships.xml,ArmoredGolem_Full,"Armored Golem","装甲魔舰"
扩展包1,1ships.xml,PlanetaryShieldBooster_Desc,"Provides 200% bonus to the shield strength of all allied ships on the current planet, making them far harder to hit.","能使当前星球友军的护盾增为原来的2倍."
扩展包1,1ships.xml,AlarmPost_Desc,"When an AI Command Station is destroyed on the alarm post's planet, or an adjacent planet,
all of the guards at the current planet will desert their posts and go on the attack.  If the alarm post itself is
attacked and destroyed, there is only a 50% chance of it alerting the guards.","当警报器所在星球或相邻星球的指挥中心被摧毁时,当前星球上所有据点守卫部队将离开据点发动进攻.如果警报器被攻击或摧毁,有50%的机率使守卫部队发动攻击."
扩展包1,1ships.xml,GrenadeLauncherII_Full,"Grenade Launcher Mark II","榴弹发射器II型"
扩展包1,1ships.xml,RegeneratorTrainIII_Short,"Ast Regen Train III","再生列车III"
扩展包1,1ships.xml,MiningGolem_Desc,"This golem is sent from deep space for one purpose: to consume the planet it is heading toward.
It will fire on human ships that approach it, but it emits a signal that tricks AI ships into ignoring it as harmless.
It takes it quite a while to reach the planet, but as soon as it does, it causes a blast the same as if a nuclear
weapon had been set off -- destroying all the resources and most ships, and making the planet unable to sustain supply.","从外太空出现的爆破魔舰只有一个目的:破坏行星.
它将向人类玩家的部队开火,但人工智能的部队不会理睬它.
它要花好长一段时间来到达目的地,但一旦到达,它就会释放一个类似核弹的冲击波,摧毁所有的采集点与大部分单位,并使星球无法被补给."
扩展包1,1ships.xml,DysonSphereGolem_Desc,"This massive immobile golem lurks at the edge of a planet's orbit -- conventional weapons cannot even damage it. 
If you free the planet from the AI, the sphere will realize your beneign intent and will help you on nearby planets.
If you take the planet for yourself, the sphere will attack you until you give up the planet.","巨大的戴森球魔舰藏在星球的轨道边缘--常规武器根本无法伤它分毫.
如果您把它所在星球的人工智能消灭了,戴森球会理解你的善意并帮助你进攻附近的人工智能星球.
如果您占领了它所在的星球,戴森球将攻击你,直到你放弃那个星球."
扩展包1,1ships.xml,HiveGolemBroken_Desc,"Large, slow transport that automatically fills over time with up to 500 small wasp ships.
When the wasps are unloaded, they will automatically spread out and attack enemy ships on the current planet;
they cannot be directly controlled, cannot leave the current planet, and lose health slowly over 3 minutes.
Golems are extremely powerful ships, and thus are very concerning to the AI. Golems cause the AI to send larger waves and 
reinforcements to the planets the golems are on, and cause the AI Progress to increase as they are repaired from their broken form.
This golem is ancient and broken, and must be repaired to full health before it will become operational.
There will also need to be at least 600,000 net energy available before the golem will come online.","巨大,移动缓慢的运输装置,自动制造黄蜂,最多可达500只.
黄蜂被卸载时将自动攻击敌人的部队;它们无法控制,无法离开当前星球,并且3分钟内机能会缓慢地下降.魔舰是非常强大的单位,人工智能会非常注意它们,并会往魔舰所在星球发动更强的攻势和增援,当维修它们时人工智能进度将不停增加.
这艘魔舰相当残旧,当它可用之前必须完全维修它.
它还需要600,000的能量来驱动."
扩展包1,1ships.xml,ZenithPolarizerII_Short,"Z Polarizer II","Z偏振器II"
扩展包1,1ships.xml,PlanetaryShieldBooster_Abbr,"P-B","强"
扩展包1,1ships.xml,AreaMine_Abbr,"A","区"
扩展包1,1ships.xml,CoreGrenadeLauncher_Short,"C:Grenade","核:榴弹"
扩展包1,1ships.xml,BoosterTrain_Abbr,"BooI","速I"
扩展包1,1ships.xml,BotnetGolemBroken_Full,"Broken Botnet Golem","残旧的僵尸网络魔舰"
扩展包1,1ships.xml,ZenithReserveShipsIV_Full,"Zenith Reserve Ships Mark IV","天顶储备舰IV型"
扩展包1,1ships.xml,CoreZenithChameleon_Full,"Core Zenith Chameleon","核心天顶变色龙"
扩展包1,1ships.xml,ZenithMirrorIV_Full,"Zenith Mirror Mark IV","天顶镜IV型"
扩展包1,1ships.xml,CoreZenithMirror_Full,"Core Zenith Mirror","核心天顶镜"
扩展包1,1ships.xml,ArtilleryGolem_Short,"Artillery Golem","重炮魔舰"
扩展包1,1ships.xml,ArtilleryGolemBroken_Short,"Broken Artillery Golem","残旧的重炮魔舰"
扩展包1,1ships.xml,ShieldBoosterII_Short,"Shield Boost II","护盾强化II"
扩展包1,1ships.xml,CoreZenithBombardment_Full,"Core Zenith Bombardment Ship","核心天顶轰击船"
扩展包1,1ships.xml,DecoyDrone_Full,"Decoy Drone","诱饵雄蜂"
扩展包1,1ships.xml,ZenithElectricBomberIV_Short,"Z Elec Bomber IV","Z电轰炸机IV"
扩展包1,1ships.xml,ZenithBeamFrigateIV_Short,"Z Beam Frigate IV","Z光束护卫舰IV"
扩展包1,1ships.xml,CloakerStarshipIII_Full,"Cloaker Starship Mark III","伪装星舰III型"
扩展包1,1ships.xml,ZenithChameleon_Full,"Zenith Chameleon","天顶变色龙"
扩展包1,1ships.xml,HiveGolem_Desc,"Large, slow transport that automatically fills over time with up to 500 small wasp ships.
When the wasps are unloaded, they will automatically spread out and attack enemy ships on the current planet;
they cannot be directly controlled, cannot leave the current planet, and lose health slowly over 3 minutes.
Golems are extremely powerful ships, and thus are very concerning to the AI. Golems cause the AI to send larger waves and 
reinforcements to the planets the golems are on.","巨大,移动缓慢的运输装置,自动制造黄蜂,最多可达500只.
黄蜂被卸载时将自动攻击敌人的部队;它们无法控制,无法离开当前星球,并且3分钟内机能会缓慢地下降.魔舰是非常强大的单位,人工智能会非常注意它们,并会往魔舰所在星球发动更强的攻势和增援."
扩展包1,1ships.xml,RegeneratorTrain_Full,"Astro Regenerator Train","星际再生列车"
扩展包1,1ships.xml,ZenithMirrorIII_Short,"Z Mirror III","Z镜III"
扩展包1,1ships.xml,AcidSprayerIV_Full,"Acid Sprayer Mark IV","腐蚀喷射器IV型"
扩展包1,1ships.xml,ZenithReserveShipsIII_Short,"Z Reserve III","Z储备III"
扩展包1,1ships.xml,ZenithMirror_Full,"Zenith Mirror","天顶镜"
扩展包1,1ships.xml,RegeneratorTrain_Desc,"Nearly-indestructible robotic courier.  Slightly damages nearby ships.
More importantly, is able to use its own health to resurrect AI mobile ships that are killed on the current 
planet. Resurrected ships are teleported to another AI planet at full health at no cost beyond the health of 
the train. They also reveal any cloaked ships that come near. Destroy Astro Train Stations to re-route them.","几乎不能被摧毁的装甲先锋,能轻微地伤害附近的部队.
更重要的是,它们能使用自身的机能来使刚刚在此星球被摧毁的人工智能可移动部队立刻复活.被复活的单位将在另一个人工智能星球满状态出现,复活部队不需要付出任何资源.
它们也能显示靠近的隐形单位.摧毁星际列车站来改变它的移动路线."
扩展包1,1ships.xml,ZenithParalyzerIV_Full,"Zenith Paralyzer Mark IV","天顶麻醉器IV型"
扩展包1,1ships.xml,SentinelFrigateII_Full,"Sentinel Frigate Mark II","哨兵护卫舰II型"
扩展包1,1ships.xml,ZenithElectricBomberIII_Short,"Z Elec Bomber III","Z电轰炸机III"
扩展包1,1ships.xml,GrenadeLauncher_Desc,"Launches mid-power grenades over medium distance.  Grenades explode on contact and deal area damage to enemies.","攻击范围中等,火力中等.榴弹在与目标接触时爆炸,造成范围伤害."
扩展包1,1ships.xml,BeamStarship_Full,"Beam Starship","光束星舰"
扩展包1,1ships.xml,SentinelFrigateIV_Short,"Sentinel Frig IV","哨兵护卫IV"
扩展包1,1ships.xml,DistributionNode_Full,"Distribution Node","分流节点"
扩展包1,1ships.xml,ZenithMirror_Desc,"Mid-power main attack, but has the unique ability to reflect all incoming shots against
its attackers.  With its shielding, can often deal out significantly more damage than it actually receives in this way.
Mirrors are very weak to area-of-effect, missiles, and melee attacks, since those cannot be reflected.
They also cannot reflect shots at a further range than the mirror can shoot on its own.","中等火力,拥有将敌人的攻击反弹回去的独特能力.由于它护盾较高,攻击它的部队往往没有好下场.
天顶镜对范围攻击,导弹和砍击较弱,因为它无法反弹这些攻击.
它也无法反弹超出天顶镜本身攻击范围的攻击."
扩展包1,1ships.xml,InterplanetaryMunitionsBooster_Desc,"Doubles the attack of all allied ships on its planet and all adjacent planets.","能使当前星球与相邻星球的部队火力增为原来的2倍."
扩展包1,1ships.xml,ZenithChameleonIII_Short,"Z Chameleon III","Z变色龙III"
扩展包1,1ships.xml,ZenithBeamFrigateIV_Full,"Zenith Beam Frigate Mark IV","天顶光束护卫舰IV型"
扩展包1,1ships.xml,Translocator_Desc,"Mid-power teleporting fighter that fires shots that cause enemy targets to be teleported far across the current planet when they are hit.","中等火力的瞬移战机,其攻击将造成敌人被随机传送到其他地方."
扩展包1,1ships.xml,ShieldBooster_Desc,"Strong fighter in its own right, it also gives a 2x shielding bonus to nearby ships on your team.","战斗力强大的战机,能使附近的友军护盾增为原来的2倍."
扩展包1,1ships.xml,GravityDrillStation_Desc,"A large station that bores a hole into the fabric of spacetime.  So brutal is the rending of normal 
space that the effects radiated from this rupture dramatically interfere with most known forms of propulsion thus rendering 
any teleportation within the system impossible and reducing the speed of all vessels to 8.
Generates free energy, metal, and crystal for the player holding it.","大型空间站,能破坏时空结构.使大多数已知的推进装置失效,无法在星球上运输东西,且所有的部队速度都减为8.
为拥有者制造能量,金属和水晶."
扩展包1,1ships.xml,ZenithPolarizer_Short,"Z Polarizer I","Z偏振器I"
扩展包1,1ships.xml,ImpulseReactionEmitterIV_Full,"Impulse Reaction Emitter Mark IV","脉冲反应发射器IV型"
扩展包1,1ships.xml,OrbitalMassDriver_Abbr,"Mass","粒"
扩展包1,1ships.xml,ImpulseReactionEmitter_Short,"Impulse Emitter I","脉冲发射器I"
扩展包1,1ships.xml,AlarmPostSpecialForces_Full,"Special Forces Alarm Post","特种部队警报器"
扩展包1,1ships.xml,BlackHoleMachine_Desc,"Prevents all enemy ships (except scouts) from escaping from this planet through wormholes,
though enemy ships can still enter through wormholes as normal.","阻止除了侦察机以外的任何敌方部队通过虫洞离开当前星球,但它们仍然可以正常地通过虫洞进入当前星球."
扩展包1,1ships.xml,SentinelFrigateII_Short,"Sentinel Frig II","哨兵护卫II"
扩展包1,1ships.xml,DysonGatling_Short,"Dyson Gatling","戴森加特林"
扩展包1,1ships.xml,GrenadeLauncherIV_Full,"Grenade Launcher Mark IV","榴弹发射器IV型"
扩展包1,1ships.xml,ZenithPolarizerIV_Full,"Zenith Polarizer Mark IV","天顶偏振器IV型"
扩展包1,1ships.xml,HiveGolemBroken_Short,"Broken Hive Golem","残旧的蜂巢魔舰"
扩展包1,1ships.xml,ZenithAutoBomb_Full,"Zenith AutoBomb","天顶自爆炸弹"
扩展包1,1ships.xml,ZenithMirror_Wave,"Zenith Mirrors","天顶镜"
扩展包1,1ships.xml,ImpulseReactionEmitterIII_Short,"Impulse Emitter III","脉冲发射器III"
扩展包1,1ships.xml,ZenithSpaceTimeManipulator_Full,"Zenith SpaceTime Manipulator","天顶时空操纵者"
扩展包1,1ships.xml,ZenithAutoBombIII_Short,"AutoBomb III","Z自爆炸弹III"
扩展包1,1ships.xml,ExperimentalEngineer_Abbr,"En","工"
扩展包1,1ships.xml,CursedGolemBroken_Full,"Broken Cursed Golem","残旧的诅咒魔舰"
扩展包1,1ships.xml,ZenithChameleonIV_Short,"Z Chameleon IV","Z变色龙IV"
扩展包1,1ships.xml,ZenithPolarizer_Wave,"Zenith Polarizers","天顶偏振器"
扩展包1,1ships.xml,AcidSprayer_Wave,"Acid Sprayers","腐蚀喷射器"
扩展包1,1ships.xml,ZenithElectricBomber_Wave,"Electric Bombers","电气轰炸机"
扩展包1,1ships.xml,BlackHoleMachine_Short,"Black Hole Mach","黑洞"
扩展包1,1ships.xml,WarbirdStarship_Short,"Star:Warbird","星:战鸟"
扩展包1,1ships.xml,ShieldBoosterII_Full,"Shield Booster Mark II","护盾强化器II型"
扩展包1,1ships.xml,ZenithBombardmentIV_Full,"Zenith Bombardment Ship Mark IV","天顶轰击船IV型"
扩展包1,1ships.xml,ZenithPowerGenerator_Abbr,"Zen","发"
扩展包1,1ships.xml,ZenithChameleonIII_Full,"Zenith Chameleon Mark III","天顶变色龙III型"
